"text","toss","non_comp","coder1nonc","coder2nonc"
"The Governor of Missouri, who has refused the White House recommendations for a statewide mask mandate, is quarantining after a positive COVID-19 test https://t.co/W80n50QqwH",NA,0,0,0
"Every week #Desantis trends because people are angry that Floridians are happy and free. Looking at the unfruitful lockdowns of California, there are absolutely no metrics to justify their anger. 

Democrats want more people to suffer in isolation and loneliness, just because.",NA,1,1,1
"Grassley, 87, tests positive for covid. He was in the Senate on Monday and presided over the chamber as it opened and spoke on the floor as well, removing his mask as he spoke. He went into isolation today after being exposed to someone with covid-19. https://t.co/VdtAxbdjcE",NA,0,0,0
"@christoq I'm not sure which side she's on to be honest. The BLM mask should be considered better at filtering her breath if it contains COVID. The Trump mask seems to be a spreader disguised as a COVID mask---fake protection.",NA,0,0,0
"It's been awful living in Democrat run California with the lock down, if this is what Biden intends to do with the entire country he will destroy it.",NA,1,1,1
"Breadline Bernie doesn’t own an electric car

Breadline Bernie doesn‘t own a Windmill

Breadline Bernie doesn’t own any Solar Panels

Breadline Bernie tells us how to live our lives

While he flies on Private jets✈️

It’s Caviar for them. And Breadlines for us🍞

#BernieStayHome",NA,0,0,0
"The FDA has authorized Pfizer and BioNTech's Covid-19 vaccine for emergency use. Now, the CDC and its advisers must OK the vaccine. https://t.co/kCCy6NWWLF",NA,0,0,0
"In today's update, Chairwoman @kelliwardaz slams Nancy Pelosi's wasteful spending bill, addresses the failure of Congress to provide the American people with meaningful COVID relief, and calls on the government to once and for all end the lockdowns. https://t.co/UP5ns08pCm",NA,1,1,1
"🧐
Dr. James Lyons Weiler, Pennsylvania Medical Freedom Press Conference, 20th October, 2020... interesting words of warning

Full video on #Telegram (12:30)
https://t.co/GzZlI5aFqh

#CovidVaccine #vaccination https://t.co/IHokTymMxp",NA,0,0,0
"KNOW YOUR RIGHTS &gt;&gt; COVID tests are supposed to be free. In March 2020, I secured a commitment that the Administration would use their existing legal authority to make testing free, and then I fought to mandate free testing in a COVID relief bill that was signed into law. https://t.co/mGBgDBYgw7",NA,0,0,0
"I wish he would stay home! we don't need another issue about taking leaves! Trump, still making misleading statements on California wildfires, will visit the state Monday - SFGate https://t.co/aM1CO3IAQu #SmartNews",NA,0,0,0
"A third-grade teacher has died in North Carolina days after testing positive for Covid-19 and while her students were quarantined as a result of the exposure https://t.co/HngWOXoaPf",NA,0,0,0
"The “experts” told us:

-Don’t wear a mask. Wear a mask.

-Close schools. Open schools. Close schools.

-Outdoor dinning is safe. Now it’s not.

-15 days to slow the spread. Nine months of lockdown.

-No way President Trump secures a vaccine before 2021.",NA,1,1,1
"Vaccination clinics will also report to their state immunization registries which vaccine was given so that third parties can verify one's #vaccination status regardless of what their #ImmunityCard says (or if they've lost it).
.@POTUS
#COVID19
#Corona
https://t.co/04sT08tcWP",NA,0,0,0
"Lockdowns are not designed to keep Americans safe. They’re designed to bankrupt small businesses.

What we are witnessing is the largest wealth transfer in history from the middle class to the tech oligarchs.",NA,1,1,1
"The news about the @pfizer vaccine being 90% effective is great news for the American people! Many thanks to @realDonaldTrump and Operation Warp Speed. This will be one of the most important action items done by the administration in response to this pandemic. ❤️🇺🇸#USStrong",NA,0,0,0
"Democratic Rep. Bonnie Watson Coleman, a 75-year-old cancer survivor, has tested positive for the coronavirus. She believes she contracted the virus after taking shelter in a room with lawmakers who refused to wear masks during the Capitol riot.",NA,0,0,0
"Facebook CEO Zuckerberg Expresses Concern About COVID-19 Vaccines in Leaked Footage..In true form of a Liberal says one thing behind closed doors another in open Forum! Concerns over altered DNA, RNA and side affects in future! 

https://t.co/doliyd8hg9",NA,1,1,1
"I feel like I’ve been repeating myself quite a bit, but still the message hasn’t been understood:

LOCKDOWNS ARE NOT A CURE FOR COVID!",NA,1,1,1
"Record high house sales agreed post-lockdown push transaction pipeline up 50% https://t.co/YlgoJFSkSk",NA,0,0,0
"Even WHO Officials Now Admit Lockdowns Are Extreme Policies With Disastrous Results – OpEd https://t.co/HYgsNt7Y58",NA,1,1,1
"COVID-19 is surging across the country and today in North Carolina we have our highest daily case count at 3,885 new cases. We can slow the spread if we do what we know works — wear a mask and keep social distance.",NA,0,0,0
"""I did it because this is the way.""

Prof. Uga Dumpis, Head of Department of Infectious Diseases and Infection Control, Chief Coronavirus adviser,
Latvia 🇱🇻

#GetTheVaccine #StrongerTogether",NA,0,0,0
"Melissa Lively, the woman who went viral for ripping masks off of a rack in Target in a rage last year, spoke to NBC about no longer being a COVID conspiracist and says she fell prey to the QAnon conspiracy: ""Social media played an important role in what radicalized media""",NA,0,0,0
"With COVID cases surging worse than ever, getting vaccinated is one of the most important things we can do. But until the vaccine is widely available, socially distancing and wearing masks will actually save even more lives, and alleviate the pressure on healthcare workers.",NA,0,0,0
"Please wear a mask. https://t.co/aAqlmJP5RT",NA,0,0,0
"The CBO estimates that Biden’s nationwide $15 wage mandate could destroy up to 3.7 million American jobs.

Democrats already spent months playing politics with COVID relief, and we should not be prioritizing a liberal wish list over getting real relief to those who need it.",NA,0,1,0
"It’s not patriotic to wear a mask. It’s patriotic to tell the government to fuck off.",NA,1,1,1
"The National Association of Manufacturers says that Vice President Mike Pence should consider seizing power through the 25th amendment after a mob supporting President Trump invaded the U.S. Capitol today, causing a lockdown and an evacuation of lawmakers. https://t.co/jWCo0ZUvyn",NA,0,0,0
"Dr. Tammy Towers Parry from Seattle, WA wears a mask? that says ""mind control device."" My god, they could care less that 4,000 people died from COVID yesterday. https://t.co/VaE0dbk3GK",NA,0,0,0
"This is outside Gov Cuomo’s house in NY... New Yorkers are upset and do not want another lockdown! https://t.co/cVAnO3Xi9e",NA,1,1,1
"I miss the days of H1N1 when it was no one's fault when people got sick. It was a crappy virus and we all did our best to wash our hands and stay home when sick. We didn't blame healthy people and call them selfish for not wanting to be on house arrest for a year or longer.",NA,1,1,1
"@DonaldJTrumpJr Well of course. They have to have SOMETHING out there to justify coming out of lockdown. They wouldn't want to deal with class action lawsuits from all the businesses....",NA,1,1,1
"EXCLUSIVE: The Trump administration invited the leading Covid-19 vaccine manufacturers to a celebratory “Vaccine Summit” on Tuesday. Neither plans to attend. https://t.co/ENYuM7twFG",NA,0,0,0
"I know I'm preaching to the choir, but MANY young healthy people like 19 y.o. Chad Dorrill, Appalachian State University student, have died from #COVID. It's not an anomaly. And there will be MANY more since Trump's plan is to let college kids get infected. #StayHome https://t.co/k9RrXpGhb2",NA,0,0,0
"179,228 influenza tests from September 29th-Nov 7th...
311 positive results per CDC. 

Anyone know what happened to the flu?",NA,1,1,0
"BREAKING: Biden to deploy FEMA, National Guard to set up Covid vaccine clinics across the U.S. https://t.co/I2mjs974Oo",NA,0,0,0
"When Americans are forced to stay home, businesses shut down, schools closed, &amp; freedoms taken away all in the name of COVID..

@SpeakerPelosi breaks her own rules for the House &amp; brings in a Dem COVID positive member to vote.

Why should I wear a mask?

Why should anyone comply?",NA,1,1,1
"@WordsDawn @MauraRolls @RN00711 @TCRG2012 @Claudiababyg @classicalricky @bamableu @margie_strike @ObamaMama16 @Fix8d2020 @JCope222 @notbatmanyet @TemeculaRises @teddy275 @Teesa_Michele @2_mke @Johny_GT @JohnJMcfarland1 @kitchen5203 @garym27 @dk1821dk @obx_lisa @listhitch @kittycat916 @centsible @coopsquad07 @Djangomydog @Peatches66 @StackRiver @Thanks05278310 @CupcakesForYou7 @IndieAgitator @Dadilicious2 @LocolopezNYC @PlumptyTrumpty @cris_n3wy @TimbosRoses1 @SueisStaying @Rosie_wearamask Was following all so retweeted 🤗✨🎉🎉👏🏼👏🏼",NA,0,0,0
"@SheriAWilkinson Yes — our district has been F2F since August.  Easily 50% of teachers and staff have contracted COVID-19 and many more have been quarantined due to close contact. Every day is Covid roulette.",NA,0,0,0
"A Wisconsin pharmacist who tried to ruin doses of coronavirus vaccine is a conspiracy theorist and believed the shots would mutate people's DNA, authorities say. Health experts say there's no truth to claims the vaccine can cause genetic mutations.
https://t.co/TmZ7UpsXq4",NA,0,0,0
"I woke up on my DEATHBED Sunday night. Airway was inflamed, fatigue, body aches, etc. 
I immediately took HCQ 400mg, Zinc 50mg, Vit C 1000mg. I felt better within 4 hours and continued that regimen twice a day. Today, I’m 100%. Not sure if it was Covid or Flu, but it worked.",NA,0,0,0
"Great Resource for #HCPs prepping for #COVID19 #vaccination campaigns!!

#RealTimeCOVID19 #SARSCoV2 #COVID19Vaccine  @IDSAInfo  @ACEPNow @syramadad @CarlosdelRio7 @GeorgeAbraham65 @HyungChoMD @HeatherleeBail1 @ACPinternists @aafp @atscommunity https://t.co/EylFYONssD",NA,0,0,0
"Calif. lockdowns devastating for small businesses - https://t.co/93sIXG189i #OANN https://t.co/pCjBaOBgpy",NA,1,1,1
"If you're still social distancing, washing your hands, limiting contact with people, and wearing a mask, please retweet this tweet. I just want others to know it's not overreacting, it's caring about your health and saving lives.",NA,0,0,0
"BREAKING: Donald Trump has blocked the CDC from requiring face coverings on airplanes, trains, and buses.

Donald Trump wants Americans to get sick and die.

There is no other explanation.",NA,0,0,0
"Dear @GSAEmily,
 
Your refusal to recognize Biden’s win will do serious long-term harm.
 
To national security, our fight against COVID, and more.
 
Trump’s frivolous lawsuits and baseless conspiracies to overturn the people’s mandate will not succeed.
 
Do your duty. Right now. https://t.co/jQ3RRQMVq7",NA,0,0,0
"Europe starts 2021 by extending lockdowns as coronavirus cases spiral
https://t.co/u2PoVvULw8",NA,0,0,0
"For everyone who wonders, “How can WI be such a razor thin margin state? How can it STILL be so close? This is why. The same people who won’t wear a mask or stay away from bars and large gatherings are the same people who vote for Trump. https://t.co/sU5frWuy8M",NA,0,0,0
"Why did he break quarantine? He is a super spreader. ""Trump returns to the Oval Office six days after his COVID-19 diagnosis""  https://t.co/fNjnb2b1PR",NA,0,0,0
"Hello my friends, following the lastest numbers of the virus today. l am so worried about our brave hospital workers who are risking their lives to save others, truly they are angels on earth.  Please keep them in your hearts &amp; prayers today. Let us lift them up! 
Wear a mask!",NA,0,0,0
"ER visits for suicide attempts, drug overdoses and violence are all up since the start of the coronavirus pandemic and lockdowns.

Forcing people to stay home and isolate themselves has had HORRIBLE consequences. Why aren't more people talking about this? https://t.co/fj63Dzgbe1",NA,1,1,1
